Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit (FAO),Produit,Code année,Année,Code Mois,Mois,Unité,Valeur,Symbole,Description du Symbole
"PP","Prix à la Production","56","République dominicaine","5532","Prix à la Production (USD/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","USD","847","A","Chiffre officiel"
"PP","Prix à la Production","56","République dominicaine","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","83.09","I","Valeur imputée"
"PP","Prix à la Production","56","République dominicaine","5530","Prix à la Production (LCU/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","UML","63554.5","A","Chiffre officiel"
"PP","Prix à la Production","56","République dominicaine","5531","Prix à la Production (SLC/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","MLS","63554.5","A","Chiffre officiel"
"PP","Prix à la Production","56","République dominicaine","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","USD","1124.4","A","Chiffre officiel"
"PP","Prix à la Production","56","République dominicaine","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","120.9","I","Valeur imputée"
"PP","Prix à la Production","56","République dominicaine","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","118.94","I","Valeur imputée"
"PP","Prix à la Production","183","Roumanie","5530","Prix à la Production (LCU/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","UML","12400","A","Chiffre officiel"
"PP","Prix à la Production","183","Roumanie","5531","Prix à la Production (SLC/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","MLS","12400","A","Chiffre officiel"
"PP","Prix à la Production","183","Roumanie","5532","Prix à la Production (USD/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","USD","2921.8","A","Chiffre officiel"
"PP","Prix à la Production","183","Roumanie","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","123.18","I","Valeur imputée"
"PP","Prix à la Production","183","Roumanie","5530","Prix à la Production (LCU/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","UML","4090","A","Chiffre officiel"
"PP","Prix à la Production","183","Roumanie","5531","Prix à la Production (SLC/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","MLS","4090","A","Chiffre officiel"
"PP","Prix à la Production","183","Roumanie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","USD","963.7","A","Chiffre officiel"
"PP","Prix à la Production","183","Roumanie","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","99.84","I","Valeur imputée"
"PP","Prix à la Production","183","Roumanie","5530","Prix à la Production (LCU/tonne)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","UML","7660","A","Chiffre officiel"
"PP","Prix à la Production","183","Roumanie","5531","Prix à la Production (SLC/tonne)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","MLS","7660","A","Chiffre officiel"
"PP","Prix à la Production","183","Roumanie","5532","Prix à la Production (USD/tonne)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","USD","1804.9","A","Chiffre officiel"
"PP","Prix à la Production","183","Roumanie","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","102.18","I","Valeur imputée"
"PP","Prix à la Production","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","85.13","I","Valeur imputée"
"PP","Prix à la Production","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","93.55","I","Valeur imputée"
"PP","Prix à la Production","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","109.87","I","Valeur imputée"
"PP","Prix à la Production","184","Rwanda","5530","Prix à la Production (LCU/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","UML","1854424.4","A","Chiffre officiel"
"PP","Prix à la Production","184","Rwanda","5531","Prix à la Production (SLC/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","MLS","1854424.4","A","Chiffre officiel"
"PP","Prix à la Production","184","Rwanda","5532","Prix à la Production (USD/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","USD","1965.9","A","Chiffre officiel"
"PP","Prix à la Production","184","Rwanda","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","81.15","I","Valeur imputée"
"PP","Prix à la Production","184","Rwanda","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","106.01","I","Valeur imputée"
"PP","Prix à la Production","184","Rwanda","5530","Prix à la Production (LCU/tonne)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","UML","3099898.2","A","Chiffre officiel"
"PP","Prix à la Production","184","Rwanda","5531","Prix à la Production (SLC/tonne)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","MLS","3099898.2","A","Chiffre officiel"
"PP","Prix à la Production","184","Rwanda","5532","Prix à la Production (USD/tonne)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","USD","3286.3","A","Chiffre officiel"
"PP","Prix à la Production","184","Rwanda","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","78.22","I","Valeur imputée"
"PP","Prix à la Production","189","Sainte-Lucie","5530","Prix à la Production (LCU/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","UML","10204.1","A","Chiffre officiel"
"PP","Prix à la Production","189","Sainte-Lucie","5531","Prix à la Production (SLC/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","MLS","10204.1","A","Chiffre officiel"
"PP","Prix à la Production","189","Sainte-Lucie","5532","Prix à la Production (USD/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","USD","3779.3","A","Chiffre officiel"
"PP","Prix à la Production","189","Sainte-Lucie","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","103.21","I","Valeur imputée"
"PP","Prix à la Production","189","Sainte-Lucie","5530","Prix à la Production (LCU/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","UML","5500","A","Chiffre officiel"
"PP","Prix à la Production","189","Sainte-Lucie","5531","Prix à la Production (SLC/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","MLS","5500","A","Chiffre officiel"
"PP","Prix à la Production","189","Sainte-Lucie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","USD","2037","A","Chiffre officiel"
"PP","Prix à la Production","189","Sainte-Lucie","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","108.91","I","Valeur imputée"
"PP","Prix à la Production","189","Sainte-Lucie","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","87.49","I","Valeur imputée"
"PP","Prix à la Production","188","Saint-Kitts-et-Nevis","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","64.64","I","Valeur imputée"
"PP","Prix à la Production","188","Saint-Kitts-et-Nevis","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","116.91","I","Valeur imputée"
"PP","Prix à la Production","191","Saint-Vincent-et-les Grenadines","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","162.42","I","Valeur imputée"
"PP","Prix à la Production","191","Saint-Vincent-et-les Grenadines","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","99.19","I","Valeur imputée"
"PP","Prix à la Production","191","Saint-Vincent-et-les Grenadines","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","102.85","I","Valeur imputée"
"PP","Prix à la Production","244","Samoa","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","127.45","I","Valeur imputée"
"PP","Prix à la Production","195","Sénégal","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","102.02","I","Valeur imputée"
"PP","Prix à la Production","195","Sénégal","5530","Prix à la Production (LCU/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","UML","1509113","A","Chiffre officiel"
"PP","Prix à la Production","195","Sénégal","5531","Prix à la Production (SLC/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","MLS","1509113","A","Chiffre officiel"
"PP","Prix à la Production","195","Sénégal","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","USD","2621.9","A","Chiffre officiel"
"PP","Prix à la Production","195","Sénégal","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","112.64","I","Valeur imputée"
"PP","Prix à la Production","272","Serbie","5530","Prix à la Production (LCU/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","UML","159837.1","A","Chiffre officiel"
"PP","Prix à la Production","272","Serbie","5531","Prix à la Production (SLC/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","MLS","159837.1","A","Chiffre officiel"
"PP","Prix à la Production","272","Serbie","5532","Prix à la Production (USD/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","USD","1549.4","A","Chiffre officiel"
"PP","Prix à la Production","272","Serbie","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","101.08","I","Valeur imputée"
"PP","Prix à la Production","272","Serbie","5530","Prix à la Production (LCU/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","UML","96525.7","A","Chiffre officiel"
"PP","Prix à la Production","272","Serbie","5531","Prix à la Production (SLC/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","MLS","96525.7","A","Chiffre officiel"
"PP","Prix à la Production","272","Serbie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","USD","935.7","A","Chiffre officiel"
"PP","Prix à la Production","272","Serbie","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","83.65","I","Valeur imputée"
"PP","Prix à la Production","272","Serbie","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","130.46","I","Valeur imputée"
"PP","Prix à la Production","196","Seychelles","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","74.18","I","Valeur imputée"
"PP","Prix à la Production","196","Seychelles","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","136.44","I","Valeur imputée"
"PP","Prix à la Production","197","Sierra Leone","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","92","I","Valeur imputée"
"PP","Prix à la Production","197","Sierra Leone","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","93.66","I","Valeur imputée"
"PP","Prix à la Production","200","Singapour","5530","Prix à la Production (LCU/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","UML","2401.4","A","Chiffre officiel"
"PP","Prix à la Production","200","Singapour","5531","Prix à la Production (SLC/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","MLS","2401.4","A","Chiffre officiel"
"PP","Prix à la Production","200","Singapour","5532","Prix à la Production (USD/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","USD","1740.5","A","Chiffre officiel"
"PP","Prix à la Production","200","Singapour","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","107.08","I","Valeur imputée"
"PP","Prix à la Production","200","Singapour","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","102.47","I","Valeur imputée"
"PP","Prix à la Production","200","Singapour","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","102.47","I","Valeur imputée"
"PP","Prix à la Production","199","Slovaquie","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","102.64","I","Valeur imputée"
"PP","Prix à la Production","199","Slovaquie","5530","Prix à la Production (LCU/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","UML","813.3","A","Chiffre officiel"
"PP","Prix à la Production","199","Slovaquie","5531","Prix à la Production (SLC/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","MLS","813.3","A","Chiffre officiel"
"PP","Prix à la Production","199","Slovaquie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","USD","929","A","Chiffre officiel"
"PP","Prix à la Production","199","Slovaquie","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","92.52","I","Valeur imputée"
"PP","Prix à la Production","199","Slovaquie","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","99.62","I","Valeur imputée"
"PP","Prix à la Production","198","Slovénie","5530","Prix à la Production (LCU/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","UML","633","A","Chiffre officiel"
"PP","Prix à la Production","198","Slovénie","5531","Prix à la Production (SLC/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","MLS","633","A","Chiffre officiel"
"PP","Prix à la Production","198","Slovénie","5532","Prix à la Production (USD/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","USD","723","A","Chiffre officiel"
"PP","Prix à la Production","198","Slovénie","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","102.5","I","Valeur imputée"
"PP","Prix à la Production","198","Slovénie","5530","Prix à la Production (LCU/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","UML","908.3","A","Chiffre officiel"
"PP","Prix à la Production","198","Slovénie","5531","Prix à la Production (SLC/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","MLS","908.3","A","Chiffre officiel"
"PP","Prix à la Production","198","Slovénie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","USD","1037.5","A","Chiffre officiel"
"PP","Prix à la Production","198","Slovénie","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","84.12","I","Valeur imputée"
"PP","Prix à la Production","198","Slovénie","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","94.34","I","Valeur imputée"
"PP","Prix à la Production","38","Sri Lanka","5530","Prix à la Production (LCU/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","UML","256747.7","A","Chiffre officiel"
"PP","Prix à la Production","38","Sri Lanka","5531","Prix à la Production (SLC/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","MLS","256747.7","A","Chiffre officiel"
"PP","Prix à la Production","38","Sri Lanka","5532","Prix à la Production (USD/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","USD","1383.4","A","Chiffre officiel"
"PP","Prix à la Production","38","Sri Lanka","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","122.91","I","Valeur imputée"
"PP","Prix à la Production","38","Sri Lanka","5530","Prix à la Production (LCU/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","UML","602395.2","A","Chiffre officiel"
"PP","Prix à la Production","38","Sri Lanka","5531","Prix à la Production (SLC/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","MLS","602395.2","A","Chiffre officiel"
"PP","Prix à la Production","38","Sri Lanka","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","USD","3245.8","A","Chiffre officiel"
"PP","Prix à la Production","38","Sri Lanka","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","180.61","I","Valeur imputée"
"PP","Prix à la Production","38","Sri Lanka","5530","Prix à la Production (LCU/tonne)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","UML","449055.3","A","Chiffre officiel"
"PP","Prix à la Production","38","Sri Lanka","5531","Prix à la Production (SLC/tonne)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","MLS","449055.3","A","Chiffre officiel"
"PP","Prix à la Production","38","Sri Lanka","5532","Prix à la Production (USD/tonne)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","USD","2419.6","A","Chiffre officiel"
"PP","Prix à la Production","38","Sri Lanka","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","127.35","I","Valeur imputée"
"PP","Prix à la Production","210","Suède","5530","Prix à la Production (LCU/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","UML","12457","A","Chiffre officiel"
"PP","Prix à la Production","210","Suède","5531","Prix à la Production (SLC/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","MLS","12457","A","Chiffre officiel"
"PP","Prix à la Production","210","Suède","5532","Prix à la Production (USD/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","USD","1352.5","A","Chiffre officiel"
"PP","Prix à la Production","210","Suède","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","94.92","I","Valeur imputée"
"PP","Prix à la Production","210","Suède","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","112.93","I","Valeur imputée"
"PP","Prix à la Production","210","Suède","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","102.63","I","Valeur imputée"
"PP","Prix à la Production","211","Suisse","5530","Prix à la Production (LCU/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","UML","5339","A","Chiffre officiel"
"PP","Prix à la Production","211","Suisse","5531","Prix à la Production (SLC/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","MLS","5339","A","Chiffre officiel"
"PP","Prix à la Production","211","Suisse","5532","Prix à la Production (USD/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","USD","5686.8","A","Chiffre officiel"
"PP","Prix à la Production","211","Suisse","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","104.18","I","Valeur imputée"
"PP","Prix à la Production","211","Suisse","5530","Prix à la Production (LCU/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","UML","2379","A","Chiffre officiel"
"PP","Prix à la Production","211","Suisse","5531","Prix à la Production (SLC/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","MLS","2379","A","Chiffre officiel"
"PP","Prix à la Production","211","Suisse","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","USD","2534","A","Chiffre officiel"
"PP","Prix à la Production","211","Suisse","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","97.97","I","Valeur imputée"
"PP","Prix à la Production","211","Suisse","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","103.7","I","Valeur imputée"
"PP","Prix à la Production","207","Suriname","5530","Prix à la Production (LCU/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","UML","40000","A","Chiffre officiel"
"PP","Prix à la Production","207","Suriname","5531","Prix à la Production (SLC/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","MLS","40000","A","Chiffre officiel"
"PP","Prix à la Production","207","Suriname","5532","Prix à la Production (USD/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","USD","4296.7","A","Chiffre officiel"
"PP","Prix à la Production","207","Suriname","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","327.84","I","Valeur imputée"
"PP","Prix à la Production","207","Suriname","5530","Prix à la Production (LCU/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","UML","29440","A","Chiffre officiel"
"PP","Prix à la Production","207","Suriname","5531","Prix à la Production (SLC/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","MLS","29440","A","Chiffre officiel"
"PP","Prix à la Production","207","Suriname","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","USD","3162.3","A","Chiffre officiel"
"PP","Prix à la Production","207","Suriname","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","261.3","I","Valeur imputée"
"PP","Prix à la Production","207","Suriname","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","184.71","I","Valeur imputée"
"PP","Prix à la Production","208","Tadjikistan","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","75.7","I","Valeur imputée"
"PP","Prix à la Production","208","Tadjikistan","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","77.93","I","Valeur imputée"
"PP","Prix à la Production","208","Tadjikistan","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","70.77","I","Valeur imputée"
"PP","Prix à la Production","39","Tchad","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","77.33","I","Valeur imputée"
"PP","Prix à la Production","39","Tchad","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","70.54","I","Valeur imputée"
"PP","Prix à la Production","167","Tchéquie","5530","Prix à la Production (LCU/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","UML","32511","A","Chiffre officiel"
"PP","Prix à la Production","167","Tchéquie","5531","Prix à la Production (SLC/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","MLS","32511","A","Chiffre officiel"
"PP","Prix à la Production","167","Tchéquie","5532","Prix à la Production (USD/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","USD","1400.7","A","Chiffre officiel"
"PP","Prix à la Production","167","Tchéquie","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","102.07","I","Valeur imputée"
"PP","Prix à la Production","167","Tchéquie","5530","Prix à la Production (LCU/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","UML","22717","A","Chiffre officiel"
"PP","Prix à la Production","167","Tchéquie","5531","Prix à la Production (SLC/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","MLS","22717","A","Chiffre officiel"
"PP","Prix à la Production","167","Tchéquie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","USD","978.7","A","Chiffre officiel"
"PP","Prix à la Production","167","Tchéquie","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","95.9","I","Valeur imputée"
"PP","Prix à la Production","167","Tchéquie","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","94.58","I","Valeur imputée"
"PP","Prix à la Production","216","Thaïlande","5530","Prix à la Production (LCU/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","UML","45067","A","Chiffre officiel"
"PP","Prix à la Production","216","Thaïlande","5531","Prix à la Production (SLC/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","MLS","45067","A","Chiffre officiel"
"PP","Prix à la Production","216","Thaïlande","5532","Prix à la Production (USD/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","USD","1440.1","A","Chiffre officiel"
