Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit (FAO),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"QCL","Cultures et produits animaux","201","Somalie","5112","Réserves","1057","Poulets","2020","2020","1000 têtes","3884","I","Valeur imputée",""
"QCL","Cultures et produits animaux","276","Soudan","5112","Réserves","1057","Poulets","2020","2020","1000 têtes","50747","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","277","Soudan du Sud","5112","Réserves","1057","Poulets","2020","2020","1000 têtes","35000","E","Valeur estimée",""
"QCL","Cultures et produits animaux","38","Sri Lanka","5112","Réserves","1057","Poulets","2020","2020","1000 têtes","24278","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","211","Suisse","5112","Réserves","1057","Poulets","2020","2020","1000 têtes","12429","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","207","Suriname","5112","Réserves","1057","Poulets","2020","2020","1000 têtes","5773","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","208","Tadjikistan","5112","Réserves","1057","Poulets","2020","2020","1000 têtes","9783","X","Chiffre de sources internationales","Chiffre non officiel"
"QCL","Cultures et produits animaux","39","Tchad","5112","Réserves","1057","Poulets","2020","2020","1000 têtes","6161","I","Valeur imputée",""
"QCL","Cultures et produits animaux","167","Tchéquie","5112","Réserves","1057","Poulets","2020","2020","1000 têtes","21018","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","216","Thaïlande","5112","Réserves","1057","Poulets","2020","2020","1000 têtes","276745","E","Valeur estimée",""
"QCL","Cultures et produits animaux","176","Timor-Leste","5112","Réserves","1057","Poulets","2020","2020","1000 têtes","968","I","Valeur imputée",""
"QCL","Cultures et produits animaux","217","Togo","5112","Réserves","1057","Poulets","2020","2020","1000 têtes","28401","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","218","Tokélaou","5112","Réserves","1057","Poulets","2020","2020","1000 têtes","5","I","Valeur imputée",""
"QCL","Cultures et produits animaux","219","Tonga","5112","Réserves","1057","Poulets","2020","2020","1000 têtes","339","I","Valeur imputée",""
"QCL","Cultures et produits animaux","220","Trinité-et-Tobago","5112","Réserves","1057","Poulets","2020","2020","1000 têtes","39560","I","Valeur imputée",""
"QCL","Cultures et produits animaux","222","Tunisie","5112","Réserves","1057","Poulets","2020","2020","1000 têtes","99392","I","Valeur imputée",""
"QCL","Cultures et produits animaux","213","Turkménistan","5112","Réserves","1057","Poulets","2020","2020","1000 têtes","20606","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","223","Türkiye","5112","Réserves","1057","Poulets","2020","2020","1000 têtes","379349","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","227","Tuvalu","5112","Réserves","1057","Poulets","2020","2020","1000 têtes","55","E","Valeur estimée",""
"QCL","Cultures et produits animaux","230","Ukraine","5112","Réserves","1057","Poulets","2020","2020","1000 têtes","202511","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","234","Uruguay","5112","Réserves","1057","Poulets","2020","2020","1000 têtes","44287","I","Valeur imputée",""
"QCL","Cultures et produits animaux","155","Vanuatu","5112","Réserves","1057","Poulets","2020","2020","1000 têtes","496","I","Valeur imputée",""
"QCL","Cultures et produits animaux","236","Venezuela (République bolivarienne du)","5112","Réserves","1057","Poulets","2020","2020","1000 têtes","131047","I","Valeur imputée",""
"QCL","Cultures et produits animaux","237","Viet Nam","5112","Réserves","1057","Poulets","2020","2020","1000 têtes","409500","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","249","Yémen","5112","Réserves","1057","Poulets","2020","2020","1000 têtes","69039","I","Valeur imputée",""
"QCL","Cultures et produits animaux","251","Zambie","5112","Réserves","1057","Poulets","2020","2020","1000 têtes","41077","I","Valeur imputée",""
"QCL","Cultures et produits animaux","181","Zimbabwe","5112","Réserves","1057","Poulets","2020","2020","1000 têtes","16200","E","Valeur estimée",""
