Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","064","Bhutan","551","Rural population","3010","Population - Est. & Proj.","2020","2020","1000 No","481.8","X","Figure from international organizations",""
"OA","Annual population","064","Bhutan","561","Urban population","3010","Population - Est. & Proj.","2020","2020","1000 No","353.445","X","Figure from international organizations",""
"OA","Annual population","068","Bolivia (Plurinational State of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","11816.299","X","Figure from international organizations",""
"OA","Annual population","068","Bolivia (Plurinational State of)","512","Total Population - Male","3010","Population - Est. & Proj.","2020","2020","1000 No","5940.065","X","Figure from international organizations",""
"OA","Annual population","068","Bolivia (Plurinational State of)","513","Total Population - Female","3010","Population - Est. & Proj.","2020","2020","1000 No","5876.234","X","Figure from international organizations",""
"OA","Annual population","068","Bolivia (Plurinational State of)","551","Rural population","3010","Population - Est. & Proj.","2020","2020","1000 No","3449.008","X","Figure from international organizations",""
"OA","Annual population","068","Bolivia (Plurinational State of)","561","Urban population","3010","Population - Est. & Proj.","2020","2020","1000 No","8094.974","X","Figure from international organizations",""
"OA","Annual population","535","Bonaire, Sint Eustatius and Saba","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","26.453","X","Figure from international organizations",""
"OA","Annual population","535","Bonaire, Sint Eustatius and Saba","512","Total Population - Male","3010","Population - Est. & Proj.","2020","2020","1000 No","13.668","X","Figure from international organizations",""
"OA","Annual population","535","Bonaire, Sint Eustatius and Saba","513","Total Population - Female","3010","Population - Est. & Proj.","2020","2020","1000 No","12.786","X","Figure from international organizations",""
"OA","Annual population","535","Bonaire, Sint Eustatius and Saba","551","Rural population","3010","Population - Est. & Proj.","2020","2020","1000 No","6.54","X","Figure from international organizations",""
"OA","Annual population","535","Bonaire, Sint Eustatius and Saba","561","Urban population","3010","Population - Est. & Proj.","2020","2020","1000 No","19.672","X","Figure from international organizations",""
"OA","Annual population","070","Bosnia and Herzegovina","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","3299.349","X","Figure from international organizations",""
"OA","Annual population","070","Bosnia and Herzegovina","512","Total Population - Male","3010","Population - Est. & Proj.","2020","2020","1000 No","1568.697","X","Figure from international organizations",""
"OA","Annual population","070","Bosnia and Herzegovina","513","Total Population - Female","3010","Population - Est. & Proj.","2020","2020","1000 No","1730.652","X","Figure from international organizations",""
